"HHINCOME","FAMSIZE","NCHILD","YNGCH","SEX","AGE","MARST","RACE","RACED","SPEAKENG","RACWHT","EDUC","EDUCD","EMPSTAT","EMPSTATD","CLASSWKR","CLASSWKRD","OCC","WKSWORK1","UHRSWORK","WORKEDYR","INCWAGE","OCCSCORE","VETDISAB","PWSTATE2","PWCOUNTY"
46000,2,0,99,2,27,4,1,100,3,2,7,71,1,10,2,22,5240,52,40,3,20000,25,0,39,0
46000,2,0,99,1,27,6,1,100,3,2,0,2,1,10,2,22,8310,52,40,3,26000,15,0,39,35
440730,2,0,99,1,25,6,1,100,3,2,10,101,1,10,2,22,4030,1,16,3,230,16,0,39,49
160050,2,0,99,1,31,6,1,100,3,2,11,116,1,10,2,23,1760,52,50,3,105000,41,0,39,35
160050,2,0,99,2,28,6,1,100,3,2,10,101,1,10,2,22,2710,52,40,3,55000,42,0,39,35
107000,2,0,99,1,29,6,1,100,3,2,10,101,1,10,2,27,3255,52,36,3,72000,21,0,39,49
107000,2,0,99,2,27,6,1,100,3,2,10,101,1,10,2,27,230,52,40,3,35000,27,0,39,49
75000,4,1,8,1,30,4,1,100,3,2,8,81,1,10,2,22,1108,52,30,3,25000,33,1,39,153
95000,4,2,2,1,27,4,1,100,3,2,0,2,1,10,2,22,8140,52,40,3,50000,31,0,39,0
43000,4,2,3,2,27,6,1,100,4,2,7,71,1,10,2,22,3645,52,40,3,31000,16,0,39,35
465200,4,0,99,1,29,6,9,902,3,2,6,63,1,10,2,22,310,52,40,3,35000,42,0,39,153
19000,2,0,99,1,35,1,1,100,3,2,6,63,1,10,2,22,8800,45,40,3,10000,23,0,39,0
7000,3,2,10,2,30,6,2,200,3,1,7,71,1,10,2,22,4040,50,28,3,7000,25,0,39,35
514200,5,1,1,2,28,1,1,100,3,2,10,101,1,10,2,22,3424,52,40,3,33000,25,0,39,103
514200,5,1,1,1,29,1,1,100,3,2,6,63,1,10,2,22,5522,52,40,3,28000,31,0,39,103
36200,7,5,2,2,29,6,1,100,3,2,6,63,1,10,2,22,4720,52,30,3,12000,18,0,39,3
36200,7,5,2,1,33,4,1,100,3,2,6,63,1,10,2,22,4720,52,25,3,10000,18,0,39,3
8400,1,0,99,1,28,6,1,100,3,2,6,63,1,10,2,22,7750,52,40,3,8400,23,0,39,0
145500,4,2,0,2,31,1,1,100,3,2,10,101,1,10,2,22,710,52,36,3,50000,45,0,39,61
145500,4,2,0,1,32,1,1,100,3,2,10,101,1,10,2,22,1021,52,41,3,95000,33,0,39,61
74980,1,0,99,1,28,6,1,100,3,2,10,101,1,10,2,22,220,52,40,3,72000,42,0,39,3
185000,2,0,99,1,34,1,1,100,3,2,8,81,1,10,2,22,750,52,60,3,150000,36,0,39,49
185000,2,0,99,2,31,1,1,100,3,2,8,81,1,10,2,22,5120,52,40,3,35000,22,0,39,49
46000,1,0,99,2,28,6,1,100,3,2,8,81,1,10,1,13,4600,52,40,3,0,13,0,39,35
20000,1,0,99,2,35,6,1,100,3,2,10,101,1,10,2,23,2001,52,40,3,20000,33,0,39,93
107400,5,2,5,2,31,1,2,200,3,1,6,65,1,10,2,25,5120,52,40,3,45000,22,0,39,35
42000,1,0,99,1,27,2,1,100,3,2,10,101,1,10,2,22,4700,52,40,3,42000,42,0,39,0
138000,1,0,99,1,31,6,1,100,3,2,11,115,1,10,2,25,3050,52,40,3,138000,40,0,39,35
62200,2,0,99,1,26,6,1,100,3,2,10,101,1,10,2,22,4850,52,40,3,57000,24,0,39,0
37000,1,0,99,1,32,6,1,100,3,2,11,115,1,10,2,22,1006,52,45,3,32000,33,0,39,61
57000,1,0,99,1,32,4,2,200,3,1,11,115,1,10,2,23,3090,52,65,3,57000,80,1,39,35
172000,2,0,99,1,26,6,4,400,4,1,10,101,1,10,1,14,440,52,90,3,150000,42,0,39,35
172000,2,0,99,2,26,6,6,610,3,1,10,101,1,10,2,23,3255,40,36,3,22000,21,0,39,35
62000,3,1,11,2,30,1,1,100,3,2,10,101,1,10,2,28,2320,52,40,3,30000,27,0,39,153
62000,3,1,11,1,33,1,1,100,3,2,10,101,1,10,1,13,6230,52,50,3,0,24,0,39,153
50000,1,0,99,1,32,6,1,100,3,2,7,71,1,10,2,22,9620,52,40,3,50000,20,0,39,0
101000,3,0,99,1,26,6,1,100,3,2,6,65,1,10,1,13,6230,52,40,3,0,24,0,39,0
101000,3,0,99,1,26,6,1,100,3,2,10,101,1,10,2,22,440,52,40,3,25000,42,0,39,0
48300,4,2,3,1,31,6,7,700,3,1,3,30,1,10,2,25,7700,52,40,3,33300,38,0,39,0
48300,4,2,3,2,28,6,1,100,3,2,6,63,1,10,1,13,4600,52,32,3,0,13,0,39,0
27000,2,0,99,1,30,6,1,100,3,2,10,101,1,10,2,22,5000,52,40,3,27000,42,0,39,35
118500,3,0,99,2,32,6,1,100,4,2,10,101,1,10,2,22,4040,52,45,3,28000,25,0,39,113
20000,2,1,6,2,27,6,1,100,3,2,6,65,1,10,2,22,4110,52,30,3,20000,11,0,39,93
36000,2,1,4,2,35,4,1,100,3,2,8,81,1,10,2,22,4220,16,20,3,30000,19,0,39,61
13000,1,0,99,2,34,2,1,100,3,2,6,63,1,10,2,23,3602,52,38,3,13000,16,0,39,45
96900,4,0,99,1,26,6,1,100,3,2,10,101,1,10,2,22,4760,52,25,3,11000,24,0,39,61
110000,2,0,99,1,30,1,6,610,4,1,8,81,1,10,2,22,710,52,40,3,90000,45,0,39,113
110000,2,0,99,2,29,1,1,100,3,2,10,101,1,10,2,22,101,39,12,3,20000,42,0,39,17
185800,4,0,99,1,33,6,2,200,3,1,8,81,1,10,2,23,9620,52,35,3,5500,20,0,39,133
9600,5,4,6,2,30,3,1,100,3,2,6,64,1,10,2,22,4110,52,15,3,9600,11,0,39,0
137000,2,0,99,1,33,1,1,100,3,2,11,114,1,10,2,22,735,52,40,3,113000,39,0,39,0
137000,2,0,99,2,32,1,1,100,3,2,11,114,1,10,2,23,725,52,25,3,24000,42,0,39,0
115000,3,1,8,2,33,1,1,100,3,2,7,71,1,10,2,22,3545,52,40,3,60000,25,0,39,61
115000,3,1,8,1,32,1,1,100,3,2,7,71,1,10,2,22,3545,52,40,3,55000,25,0,39,61
58870,1,0,99,1,27,6,1,100,3,2,10,101,1,10,2,22,9130,52,40,3,28000,25,0,39,0
128000,3,0,99,1,27,6,1,100,3,2,6,63,1,10,2,22,1021,52,50,3,63000,33,0,39,35
35000,1,0,99,2,30,6,1,100,3,2,11,114,1,10,2,23,2014,52,40,3,35000,27,0,39,49
21100,1,0,99,1,31,6,1,100,3,2,10,101,1,10,2,23,3430,52,32,3,21100,25,0,39,0
140000,3,1,6,1,35,1,1,100,3,2,7,71,1,10,2,22,440,52,45,3,80000,42,0,39,0
140000,3,1,6,2,35,1,1,100,3,2,11,114,1,10,2,22,51,48,55,3,60000,42,0,39,0
111000,3,0,99,1,25,6,1,100,3,2,10,101,1,10,2,23,1650,52,40,3,50000,41,0,39,49
20000,4,3,8,2,29,6,2,200,3,1,6,65,1,10,2,23,8760,52,40,3,20000,25,0,39,0
164700,4,1,8,2,30,4,1,100,3,2,7,71,1,10,2,23,3603,52,40,3,19000,16,0,39,0
73000,2,0,99,2,26,1,1,100,3,2,8,81,1,10,2,22,5730,52,40,3,29000,22,0,39,153
73000,2,0,99,1,29,1,1,100,3,2,8,81,1,10,2,22,3620,52,40,3,44000,16,0,39,153
172500,4,2,3,1,35,1,1,100,3,2,10,101,1,10,2,22,1460,52,40,3,125000,46,0,39,165
139000,4,2,4,2,34,1,1,100,3,2,10,101,1,10,2,22,4965,52,40,3,38000,24,0,39,153
139000,4,2,4,1,35,1,1,100,3,2,8,81,1,10,2,22,1021,52,40,3,101000,33,0,39,0
55900,3,0,99,2,28,2,1,100,3,2,7,71,1,10,2,23,5240,52,28,3,10000,25,0,39,0
41500,1,0,99,2,34,4,1,100,3,2,10,101,1,10,2,22,5240,52,40,3,41500,25,0,39,49
52620,5,3,1,1,33,1,1,100,3,2,10,101,1,10,2,23,20,52,40,3,52000,42,0,39,49
52620,5,3,1,2,32,1,1,100,3,2,10,101,1,10,2,22,2360,40,1,3,620,20,0,39,49
28300,1,0,99,2,28,6,1,100,3,2,6,63,1,10,2,22,9645,36,30,3,12000,25,0,39,49
98000,2,0,99,2,33,1,1,100,3,2,7,71,1,10,2,23,3323,52,40,3,50000,25,0,39,17
34320,4,0,99,1,32,6,2,200,3,1,6,63,1,10,2,22,9620,26,40,3,13000,20,0,39,49
80000,1,0,99,1,25,4,1,100,3,2,8,81,1,10,2,25,5040,52,40,3,80000,30,1,39,0
25000,1,0,99,1,26,6,2,200,3,1,6,63,1,10,2,28,3802,52,40,3,25000,30,0,39,49
111000,3,1,0,1,33,1,1,100,3,2,6,65,1,10,2,22,1920,52,46,3,60000,30,0,39,35
111000,3,1,0,2,30,1,1,100,3,2,11,114,1,10,2,28,2330,52,40,3,51000,20,0,39,103
29800,5,3,3,2,35,1,1,100,3,2,6,63,1,10,2,22,5300,52,40,3,26800,25,0,39,0
155200,2,0,99,2,32,1,1,100,3,2,10,101,1,10,2,22,540,52,40,3,70000,36,0,39,49
155200,2,0,99,1,33,1,1,100,3,2,8,81,1,10,2,22,4720,52,40,3,27000,18,0,39,49
155200,1,0,99,1,35,6,1,100,3,2,10,101,1,10,2,22,5165,52,40,3,50000,26,0,39,49
50500,5,3,0,2,28,1,1,100,3,2,11,114,1,10,2,28,3230,37,37,3,43500,26,0,39,0
50500,5,3,0,1,25,1,1,100,3,2,7,71,1,10,2,22,9130,52,15,3,7000,25,0,39,0
50000,1,0,99,1,26,6,6,667,3,1,7,71,1,10,2,22,4000,52,70,3,50000,16,0,39,0
105200,3,0,99,1,28,6,1,100,3,2,6,63,1,10,2,22,4760,52,40,3,22800,24,0,39,0
21000,3,2,2,2,35,3,1,100,3,2,6,63,1,10,2,22,2012,52,40,3,21000,27,0,39,61
60200,2,0,99,2,26,6,1,100,3,2,8,81,1,10,2,23,3255,52,36,3,44000,21,0,39,0
23000,4,3,3,2,33,4,1,100,3,2,6,63,1,10,2,23,5740,52,24,3,23000,22,0,39,0
41000,6,4,1,1,33,1,1,100,3,2,7,71,1,10,2,22,8225,52,40,3,31000,23,0,39,113
39500,1,0,99,1,33,2,1,100,3,2,10,101,1,10,2,22,1410,48,40,3,29500,46,0,39,165
89800,2,0,99,2,26,1,1,100,3,2,10,101,1,10,2,22,4850,52,45,3,55000,24,0,39,35
100000,3,1,0,2,29,1,1,100,3,2,8,81,1,10,2,22,20,44,40,3,50000,42,0,39,103
100000,3,1,0,1,27,1,1,100,3,2,6,65,1,10,2,22,4010,50,50,3,50000,42,0,39,153
70000,1,0,99,1,25,6,1,100,3,2,10,101,1,10,2,22,1021,52,50,3,70000,33,0,39,0
73500,4,0,99,2,35,6,1,100,3,2,7,71,1,10,2,22,4720,52,8,3,5500,18,0,39,0
73500,4,0,99,1,31,6,1,100,3,2,10,101,1,10,2,22,3605,52,40,3,25000,16,0,39,35
57000,1,0,99,2,26,6,1,100,3,2,10,101,1,10,2,22,5240,52,40,3,57000,25,0,39,49
49000,3,1,1,2,25,1,1,100,3,2,8,81,1,10,1,13,2910,25,5,3,0,27,0,39,0
680200,3,0,99,2,26,6,1,100,3,2,10,101,1,10,2,22,800,52,40,3,60000,38,0,39,35
58500,2,0,99,2,34,1,1,100,3,2,6,64,1,10,2,22,9620,40,10,3,17500,20,0,39,49
67300,5,3,0,2,28,1,1,100,3,2,8,81,1,10,2,22,5740,52,40,3,27000,22,0,39,0
67300,5,3,0,1,31,1,1,100,3,2,6,61,1,10,1,14,220,52,60,3,38900,42,0,39,0
138000,6,4,2,1,28,1,1,100,3,2,6,65,1,10,2,22,7410,50,40,3,98000,33,0,39,49
138000,6,4,2,2,25,1,1,100,3,2,7,71,1,10,2,22,3640,48,40,3,40000,16,0,39,0
75000,1,0,99,1,30,6,1,100,3,2,10,101,1,10,2,22,1530,52,45,3,75000,49,0,39,0
79000,6,4,0,1,33,1,1,100,3,2,6,63,1,10,2,22,7315,52,40,3,50000,30,0,39,0
25300,2,0,99,2,27,6,1,100,3,2,6,61,1,10,2,22,4150,12,26,3,2700,16,0,39,35
83000,1,0,99,2,33,6,1,100,3,2,8,81,1,10,2,22,3402,52,60,3,83000,25,0,39,133
93400,2,0,99,2,32,1,1,100,3,2,10,101,1,10,1,14,4621,52,35,3,32400,20,0,39,35
93400,2,0,99,1,35,1,1,100,4,2,10,101,1,10,1,14,8750,52,40,3,61000,27,0,39,35
10000,4,2,0,1,28,1,1,100,3,2,8,81,1,10,2,22,9645,52,25,3,10000,25,0,39,35
51000,2,0,99,1,25,6,1,100,3,2,7,71,1,10,2,22,520,52,40,3,28000,42,0,39,0
51000,2,0,99,2,26,6,1,100,3,2,6,63,1,10,2,25,4020,52,40,3,23000,16,0,39,0
117000,2,0,99,1,32,1,1,100,3,2,7,71,1,10,2,27,1555,52,40,3,33000,33,0,39,17
85000,2,0,99,2,30,1,1,100,3,2,7,71,1,10,1,13,4510,52,40,3,30000,19,0,39,49
85000,2,0,99,1,34,1,1,100,3,2,6,63,1,10,2,22,6442,52,40,3,35000,33,0,39,49
43800,6,4,2,1,30,1,1,100,3,2,7,71,1,10,2,22,7750,52,50,3,34000,23,1,39,0
122000,2,0,99,1,32,6,1,100,3,2,7,71,1,10,2,22,4840,52,40,3,62000,24,0,39,49
122000,2,0,99,2,28,6,1,100,3,2,10,101,1,10,2,22,4655,52,40,3,60000,17,0,39,49
167000,4,2,0,2,29,1,7,700,4,1,11,114,1,10,2,22,8610,52,45,3,109000,36,0,39,0
167000,4,2,0,1,29,1,2,200,3,1,10,101,1,10,2,22,4760,40,40,3,58000,24,0,39,61
88000,2,0,99,2,32,1,1,100,3,2,10,101,1,10,2,23,3255,48,30,3,45000,21,0,39,3
102300,1,0,99,2,30,6,6,610,4,1,11,116,1,10,2,22,1005,49,40,3,104000,33,0,39,61
57200,2,1,8,2,29,6,2,200,3,1,10,101,1,10,2,22,3220,52,40,3,55000,26,0,39,153
250000,4,2,5,1,34,1,1,100,3,2,10,101,1,10,2,22,4850,52,40,3,200000,24,0,39,17
72000,5,2,1,2,26,1,1,100,3,2,6,65,1,10,2,22,350,52,40,3,30000,21,0,39,89
72000,5,2,1,1,26,1,1,100,3,2,6,63,1,10,2,22,6305,52,40,3,28000,31,0,39,49
173100,5,0,99,2,29,6,1,100,3,2,10,101,1,10,2,22,1108,52,45,3,51000,33,0,39,0
200,1,0,99,1,29,6,1,100,3,2,6,64,1,10,1,13,2910,7,40,3,0,27,0,39,35
70000,3,1,1,1,33,1,6,610,4,1,11,114,1,10,2,22,1350,52,50,3,70000,49,0,39,113
167000,2,0,99,1,29,6,1,100,3,2,11,114,1,10,2,22,1530,52,40,3,86000,49,0,39,0
167000,2,0,99,2,30,6,1,100,4,2,10,101,1,10,2,22,1530,52,40,3,81000,49,0,39,35
85000,3,1,14,2,35,1,1,100,3,2,7,71,1,10,2,22,4700,52,40,3,35000,42,0,39,0
122600,4,1,11,2,28,4,1,100,3,2,7,71,1,10,2,22,3603,52,40,3,31600,16,0,39,0
63900,2,0,99,1,34,1,6,610,4,1,10,101,1,10,2,22,1305,52,40,3,53000,54,0,39,35
63900,2,0,99,2,29,1,6,610,4,1,10,101,1,10,2,22,2631,17,40,3,10900,38,0,39,35
103000,3,1,14,1,32,6,1,100,3,2,6,61,1,10,2,22,52,52,50,3,80000,42,0,39,35
100500,5,3,0,1,30,1,1,100,3,2,10,101,1,10,2,22,4850,52,45,3,100000,24,0,39,103
128000,2,0,99,2,27,6,1,100,3,2,10,101,1,10,2,22,5240,52,40,3,32000,25,0,39,35
78100,3,0,99,1,26,6,1,100,3,2,6,65,1,10,2,22,1560,52,50,3,10200,28,0,39,0
55800,3,1,6,1,33,1,1,100,3,2,6,63,1,10,2,22,9130,52,40,3,38800,25,0,39,17
55800,3,1,6,2,33,1,1,100,3,2,8,81,1,10,2,25,4510,52,40,3,17000,19,0,39,17
58000,2,0,99,2,25,6,1,100,3,2,10,101,1,10,2,22,5240,52,45,3,22000,25,0,39,35
58000,2,0,99,1,27,6,1,100,3,2,10,101,1,10,2,22,2205,52,40,3,36000,41,0,39,35
26300,1,0,99,2,27,6,2,200,3,1,6,64,1,10,2,22,5400,52,20,3,15000,25,0,39,35
23800,2,0,99,2,28,6,1,100,3,2,7,71,1,10,2,22,4055,47,24,3,9800,11,0,39,49
69500,5,3,2,2,29,1,1,100,3,2,8,81,1,10,2,23,3423,52,40,3,35000,25,0,39,0
26000,4,2,0,1,33,1,1,100,6,2,6,63,1,10,2,22,6050,52,55,3,26000,9,0,39,113
160000,2,0,99,2,29,4,3,361,3,1,8,81,1,10,2,23,440,52,40,3,100000,42,0,39,165
317000,4,2,0,1,34,1,1,100,3,2,11,115,1,10,1,13,410,52,60,3,30000,20,0,39,0
75600,3,1,0,1,25,6,1,100,3,2,7,71,1,10,2,28,3870,52,40,3,53000,32,1,39,0
75600,3,1,0,2,26,6,1,100,3,2,7,71,1,10,2,22,2300,26,40,3,19400,27,0,39,3
65000,4,2,5,1,26,4,2,200,3,1,7,71,1,10,2,22,6260,36,40,3,10000,20,0,39,113
65000,4,2,5,2,25,4,1,100,3,2,8,81,1,10,2,23,3255,52,40,3,55000,21,0,39,57
109000,4,2,11,1,32,1,1,100,3,2,7,71,1,10,2,22,6355,52,45,3,45000,34,0,39,169
40000,1,0,99,1,34,6,1,100,3,2,6,63,1,10,2,22,7950,52,40,3,40000,23,0,39,93
94000,4,1,7,2,29,6,1,100,3,2,10,101,1,10,2,22,3255,52,40,3,48000,21,0,39,35
80000,4,2,2,2,25,6,1,100,3,2,6,63,1,10,2,25,4220,52,40,3,57000,19,0,39,35
80000,4,2,2,1,25,6,2,200,3,1,6,63,1,10,2,22,4740,52,40,3,23000,25,0,39,35
63000,2,0,99,1,30,1,1,100,3,2,8,81,1,10,2,22,5000,52,40,3,48000,42,0,39,61
63000,2,0,99,2,27,1,3,304,3,1,10,101,1,10,2,28,2440,40,12,3,12000,13,0,39,61
118000,4,0,99,2,25,6,6,643,3,1,7,71,1,10,2,22,9640,52,40,3,90000,23,0,39,35
30000,4,2,7,1,31,1,8,812,3,2,8,81,1,10,2,23,4251,52,50,3,19000,17,0,39,0
30000,4,2,7,2,32,1,1,100,4,2,8,81,1,10,2,23,5740,52,35,3,11000,22,0,39,0
98000,2,0,99,1,35,4,1,100,3,2,6,63,1,10,2,27,3870,52,40,3,98000,32,0,39,49
97000,3,1,7,1,28,1,2,200,3,1,10,101,1,10,2,22,1220,52,60,3,55000,33,0,39,0
97000,3,1,7,2,25,1,1,100,3,2,10,101,1,10,2,22,440,52,40,3,40500,42,0,39,0
80000,4,2,4,1,29,1,1,100,3,2,10,101,1,10,2,22,1106,52,50,3,80000,33,0,39,17
110000,3,1,0,1,30,1,1,100,3,2,10,101,1,10,2,22,9620,50,50,3,45000,20,0,39,49
57000,1,0,99,1,34,6,1,100,3,2,6,63,1,10,2,22,4040,52,40,3,15000,25,0,39,49
92000,2,0,99,1,29,1,1,100,3,2,10,101,1,10,2,22,1031,52,40,3,68000,33,0,39,49
24000,5,3,0,1,28,6,1,100,3,2,7,71,1,10,2,22,9600,52,45,3,24000,23,1,39,113
57000,1,0,99,2,25,6,1,100,3,2,11,114,1,10,2,27,2205,52,35,3,57000,41,0,39,0
42020,5,3,3,1,32,1,1,100,3,2,6,63,1,10,2,22,6050,52,40,3,40800,9,0,39,0
27000,6,4,5,1,35,1,1,100,3,2,6,61,1,10,1,13,6230,50,40,3,0,24,0,39,109
81000,4,2,2,1,25,1,1,100,3,2,10,101,1,10,2,22,1320,52,45,3,81000,48,0,39,0
34000,1,0,99,1,28,6,6,610,3,1,11,114,1,10,2,22,8990,52,40,3,34000,23,0,39,93
123000,3,1,10,2,31,6,1,100,3,2,8,81,1,10,2,22,5240,52,30,3,19000,25,0,39,133
34300,3,1,6,2,28,6,1,100,3,2,6,63,1,10,2,22,5160,52,40,3,34300,26,0,39,0
136000,2,0,99,1,27,1,8,802,3,2,6,65,1,10,2,22,1031,52,45,3,40000,33,0,39,0
136000,2,0,99,2,29,1,1,100,3,2,11,115,1,10,2,22,3250,52,40,3,96000,42,0,39,0
190000,2,0,99,2,26,6,1,100,3,2,10,101,1,10,2,22,110,52,40,3,70000,42,0,39,49
493310,4,0,99,2,26,6,6,610,4,1,11,115,1,10,2,27,3090,52,80,3,54000,80,0,39,61
101880,5,0,99,1,33,6,2,200,3,1,6,63,1,10,2,22,9600,52,60,3,35000,23,0,39,113
101880,5,0,99,1,30,6,2,200,3,1,6,63,1,10,2,23,3602,52,40,3,30000,16,0,39,113
61700,2,0,99,1,26,1,1,100,3,2,6,63,1,10,2,22,6200,52,50,3,37200,42,0,39,0
57000,2,0,99,1,27,6,1,100,3,2,6,63,1,10,2,22,8990,52,40,3,32000,23,0,39,153
84500,2,0,99,2,27,6,1,100,3,2,6,63,1,10,2,22,8990,52,50,3,33400,23,0,39,0
151900,5,1,8,2,35,6,1,100,3,2,8,81,1,10,2,22,940,52,45,3,48000,42,0,39,0
478000,3,1,3,2,30,1,1,100,3,2,10,101,1,10,2,28,5860,52,40,3,428000,25,0,39,0
478000,3,1,3,1,30,1,1,100,3,2,6,65,1,10,2,22,8990,52,40,3,50000,23,0,39,0
125000,5,3,0,2,35,1,1,100,3,2,10,101,1,10,2,28,5521,52,40,3,60000,31,0,39,61
44660,2,0,99,1,28,6,1,100,3,2,10,101,1,10,2,22,2850,52,40,3,26000,30,0,39,0
3600,4,3,4,2,33,3,1,100,3,2,7,71,1,10,2,22,8990,6,12,3,1200,23,0,39,0
16900,3,2,9,2,30,4,7,700,3,1,7,71,1,10,2,22,3603,26,30,3,5000,16,0,39,35
129500,4,0,99,2,29,6,1,100,3,2,6,63,1,10,2,22,5160,52,40,3,25000,26,0,39,113
105000,2,0,99,2,32,6,1,100,3,2,8,81,1,10,1,13,3645,52,40,3,0,16,0,39,0
98000,4,2,2,1,34,1,1,100,3,2,11,114,1,10,2,22,140,52,55,3,98000,42,0,39,0
63600,2,0,99,1,25,6,1,100,3,2,6,63,1,10,2,22,8225,52,50,3,35000,23,0,39,35
63600,2,0,99,1,27,6,1,100,3,2,6,63,1,10,2,22,8140,52,40,3,28600,31,0,39,35
81700,2,1,4,1,35,4,1,100,3,2,10,101,1,10,2,22,220,52,50,3,80000,42,3,39,0
37000,2,0,99,1,31,1,2,200,4,1,6,65,1,10,2,22,9620,52,40,3,37000,20,0,39,89
108000,2,0,99,2,29,1,1,100,3,2,7,71,1,10,1,13,2600,15,20,3,0,31,0,39,61
125000,2,0,99,1,34,1,1,100,3,2,7,71,1,10,2,22,1105,52,40,3,60000,33,0,39,61
125000,2,0,99,2,35,1,8,815,3,2,6,63,1,10,2,22,4040,52,35,3,30000,25,0,39,61
30200,4,2,1,2,31,1,1,100,3,2,11,114,1,10,2,22,2300,6,40,3,2600,27,0,39,153
71400,2,0,99,1,25,1,1,100,3,2,10,101,1,10,2,22,4621,52,70,3,67000,20,0,39,0
71400,2,0,99,2,26,1,1,100,3,2,10,101,1,10,2,22,4621,52,2,3,1900,20,0,39,0
157000,4,2,2,2,32,1,1,100,3,2,11,114,1,10,2,22,3258,52,50,3,105000,21,0,39,0
157000,4,2,2,1,35,1,1,100,3,2,10,101,1,10,2,28,2011,52,40,3,52000,27,0,39,0
44000,1,0,99,1,35,4,1,100,3,2,6,63,1,10,2,22,8990,52,40,3,20000,23,0,39,165
112300,3,0,99,2,30,6,1,100,3,2,6,63,1,10,2,22,4720,52,20,3,7500,18,0,39,113
52000,1,0,99,1,28,4,1,100,3,2,7,71,1,10,2,22,310,52,55,3,52000,42,0,39,0
99000,2,0,99,2,33,6,1,100,3,2,10,101,1,10,2,28,2310,52,40,3,49000,27,0,39,0
99000,2,0,99,1,34,6,1,100,3,2,10,101,1,10,2,22,5610,52,50,3,50000,26,0,39,109
38000,1,0,99,2,25,6,2,200,3,1,7,71,1,10,2,23,5310,52,40,3,38000,25,0,39,35
228000,3,1,3,2,33,1,1,100,3,2,11,116,1,10,2,25,1825,52,40,3,105000,39,0,39,49
228000,3,1,3,1,32,1,1,100,3,2,11,115,1,10,2,22,800,52,40,3,120000,38,0,39,49
26000,4,2,2,1,29,1,1,100,3,2,6,63,1,10,2,22,52,52,50,3,6000,42,0,39,113
26000,4,2,2,2,26,1,1,100,3,2,6,64,1,10,2,22,4110,52,35,3,20000,11,0,39,113
80000,4,2,9,2,33,1,1,100,3,2,7,71,1,10,2,22,5740,52,35,3,30000,22,0,39,109
81300,3,1,7,2,32,1,1,100,3,2,6,65,1,10,2,28,650,52,40,3,18000,43,0,39,0
31000,2,1,2,2,26,3,1,100,3,2,6,63,1,10,2,27,5260,52,38,3,30000,25,0,39,0
37010,1,0,99,2,35,6,1,100,6,2,6,64,1,10,2,22,710,52,40,3,37000,45,0,39,35
34500,1,0,99,1,29,6,1,100,3,2,7,71,1,10,2,22,7020,52,40,3,34500,33,0,39,3
56180,1,0,99,2,26,6,1,100,3,2,6,65,1,10,2,22,4800,52,40,3,48000,35,0,39,0
56180,1,0,99,2,25,6,1,100,3,2,6,64,1,10,2,22,7800,52,15,3,8000,28,0,39,0
117880,4,0,99,2,32,6,1,100,3,2,10,101,1,10,2,22,1610,52,40,3,29700,41,0,39,153
148500,4,2,9,1,35,4,1,100,3,2,6,63,1,10,2,22,1430,52,45,3,80000,45,0,39,61
40000,2,0,99,2,26,1,1,100,3,2,10,101,1,10,2,22,310,52,45,3,8000,42,0,39,93
40000,2,0,99,1,30,1,1,100,3,2,7,71,1,10,2,22,4000,47,45,3,32000,16,0,39,35
40460,7,2,0,2,34,6,2,200,3,1,7,71,1,10,2,22,4700,52,36,3,7500,42,0,39,35
50000,1,0,99,1,26,6,1,100,3,2,10,101,1,10,2,22,800,52,40,3,50000,38,0,39,49
86000,3,1,0,2,30,1,1,100,3,2,6,64,1,10,2,22,7750,52,45,3,30000,23,0,39,0
86000,3,1,0,1,30,1,1,100,3,2,6,63,1,10,2,22,6355,52,40,3,56000,34,0,39,0
75000,4,2,2,1,35,1,1,100,3,2,11,114,1,10,2,22,4850,52,40,3,55000,24,0,39,35
110600,1,0,99,1,34,6,1,100,3,2,1,14,1,10,2,22,6230,52,40,3,50000,24,0,39,49
15700,1,0,99,1,30,6,1,100,6,2,6,63,1,10,2,22,6050,21,60,3,15700,9,0,39,0
5000,1,0,99,2,25,6,1,100,3,2,11,115,1,10,2,27,2105,52,12,3,5000,62,0,39,49
205000,2,0,99,2,35,1,1,100,3,2,11,114,1,10,2,22,3250,52,50,3,120000,42,0,39,49
220900,3,1,18,1,34,6,1,100,3,2,8,81,1,10,2,22,8030,52,60,3,108000,32,0,39,0
30000,1,0,99,1,32,4,1,100,3,2,10,101,1,10,2,22,7750,52,45,3,30000,23,0,39,0
84000,2,0,99,1,29,6,1,100,3,2,6,65,1,10,2,22,8990,52,50,3,48000,23,0,39,17
10870,2,0,99,2,35,6,1,100,3,2,6,65,1,10,1,13,4200,52,30,3,0,19,0,39,35
130024,2,0,99,2,33,6,1,100,3,2,10,101,1,10,2,29,440,52,35,3,50000,42,0,39,35
45000,1,0,99,1,32,6,1,100,3,2,6,63,1,10,2,22,3421,52,45,3,45000,25,0,39,35
142200,2,0,99,1,29,6,1,100,3,2,10,101,1,10,2,22,1006,52,60,3,130000,33,0,39,35
142200,2,0,99,2,29,6,1,100,3,2,6,63,1,10,2,23,2360,30,10,3,12000,20,0,39,153
27000,1,0,99,2,28,6,1,100,3,2,8,81,1,10,2,22,2600,52,40,3,27000,31,0,39,41
65000,4,2,0,2,27,4,1,100,3,2,10,101,1,10,2,22,4710,52,40,3,40000,42,0,39,0
